"2025-04-30","SEND E-TFR ***b9F","10",,"1408.09"
"2025-04-30","HOLY CANNABIS     _M","4.28",,"1418.09"
"2025-04-30","METRO  247        _F","21.21",,"1422.37"
"2025-04-30","Spotify P3    7.16_V","7.16",,"1443.58"
"2025-04-30","APPLE.COM/BILL    _V","10.49",,"1450.74"
"2025-04-30","AIR CAN*          _V","39.55",,"1461.23"
"2025-04-30","HI352 TFR-TO 6041995","55",,"1500.78"
"2025-04-30","E-TRANSFER ***u4P",,"1500","1555.78"
"2025-04-30","PTS TO:  94006041995","5",,"55.78"
"2025-04-28","SEND E-TFR ***FJC","42.8",,"60.78"
"2025-04-28","SEND E-TFR ***BFk","42.8",,"103.58"
"2025-04-28","SEND E-TFR ***7Rw","42.8",,"146.38"
"2025-04-28","SEND E-TFR ***KjF","72.8",,"189.18"
"2025-04-28","AMZN Mktp CA      _V",,"214.69","261.98"
"2025-04-28","RAY'S VARIETY     _M","16",,"47.29"
"2025-04-28","PAPA JOHN'S PIZ   _M","19.87",,"63.29"
"2025-04-28","E-TRANSFER ***hGv",,"9","83.16"
"2025-04-28","SEND E-TFR ***qdD","12",,"74.16"
"2025-04-28","JB504 TFR-FR 6041995",,"50","86.16"
"2025-04-28","JB501 TFR-FR 6041995",,"30","36.16"
"2025-04-28","HOLY CANNABIS     _M","12.31",,"6.16"
"2025-04-25","JY140 TFR-FR 6041995",,"10","18.47"
"2025-04-25","APPLE.COM/BILL    _V","8.95",,"8.47"
"2025-04-24","INTERCITY BUS G   _V","36.15",,"17.42"
"2025-04-24","IT204 TFR-FR 6041995",,"40","53.57"
"2025-04-24","E-TRANSFER ***EFS",,"10","13.57"
"2025-04-24","UBER CANADA/UBE   _V","20.19",,"3.57"
"2025-04-23","7 ELEVEN STORE    _M","4.51",,"23.76"
"2025-04-23","7 ELEVEN STORE    _F","1.98",,"28.27"
"2025-04-21","UCC TIM'S UPPER   _M","10",,"30.25"
"2025-04-21","E-TRANSFER ***nry",,"4.5","40.25"
"2025-04-21","UBER CANADA/UBE   _V","16.69",,"35.75"
"2025-04-21","E-TRANSFER ***fQE",,"45","52.44"
"2025-04-21","RAY'S VARIETY     _M","16",,"7.44"
"2025-04-21","SEND E-TFR ***Agc","5",,"23.44"
"2025-04-21","HOLY CANNABIS     _M","10.84",,"28.44"
"2025-04-21","SEND E-TFR ***My8","13.87",,"39.28"
"2025-04-21","JW093 TFR-FR 6041995",,"50","53.15"
"2025-04-21","APPLE.COM/BILL    _V","8.95",,"3.15"
"2025-04-21","McDonalds 29156   _V","9.93",,"12.1"
"2025-04-17","SHOPPERS DRUG M   _F","28.78",,"22.03"
"2025-04-16","HOLY CANNABIS     _M","18.75",,"50.81"
"2025-04-15","E-TRANSFER ***Rbn",,"15.9","69.56"
"2025-04-15","UBER CANADA/UBE   _V",,"10.84","53.66"
"2025-04-15","UBER CANADA/UBE   _V","10.95",,"42.82"
"2025-04-15","E-TRANSFER ***szq",,"21","53.77"
"2025-04-14","E-TRANSFER ***mGR",,"30.5","32.77"
"2025-04-14","UBER CANADA/UBE   _V","10.84",,"2.27"
"2025-04-14","COSTCO WHOLESAL   _M","4.62",,"13.11"
"2025-04-14","COSTCO WHOLESAL","252.22",,"17.73"
"2025-04-14","RR512 TFR-FR 6041995",,"100","269.95"
"2025-04-14","RO303 TFR-TO 6041995","150",,"169.95"
"2025-04-14","E-TRANSFER ***J4b",,"9","319.95"
"2025-04-14","Nintendo CA1386   _V","8.46",,"310.95"
"2025-04-14","McDonalds 29156   _V","14.11",,"319.41"
"2025-04-14","EINSTEIN'S        _M","11.62",,"333.52"
"2025-04-14","EINSTEIN'S        _M","3.55",,"345.14"
"2025-04-11","7 ELEVEN STORE    _M","4.19",,"348.69"
"2025-04-11","NATURAL TIM'S     _M","5.06",,"352.88"
"2025-04-11","APPLE.COM/BILL    _V","8.95",,"357.94"
"2025-04-10","APPLE.COM/BILL    _V","10.49",,"366.89"
"2025-04-10","APPLE.COM/BILL    _V","32.48",,"377.38"
"2025-04-10","E-TRANSFER ***DsC",,"150","409.86"
"2025-04-10","SEND E-TFR ***PBZ","8.8",,"259.86"
"2025-04-09","RAY'S VARIETY     _M","30",,"268.66"
"2025-04-09","AMZN Mktp CA      _V","27.11",,"298.66"
"2025-04-08","RAY'S VARIETY     _M","16.25",,"325.77"
"2025-04-08","WW304 TFR-TO 6041995","150",,"342.02"
"2025-04-08","UBER CANADA/UBE   _V","7.81",,"492.02"
"2025-04-08","UBER CAN REV 04/07_V",,"10.95","499.83"
"2025-04-07","UWO WTS PAPERCU   _V","2",,"488.88"
"2025-04-07","UBER CANADA/UBE   _V","10.95",,"490.88"
"2025-04-07","PRONTOS PIZZA     _M","7.9",,"501.83"
"2025-04-07","RAY'S VARIETY     _M","16.25",,"509.73"
"2025-04-07","E-TRANSFER ***w63",,"11","525.98"
"2025-04-04","E-TRANSFER ***BVE",,"146","514.98"
"2025-04-04","E-TRANSFER ***Gv7",,"10","368.98"
"2025-04-04","COSTCO WHOLESAL","187.48",,"358.98"
"2025-04-04","Amazon.ca Prime   _V","11.29",,"546.46"
"2025-04-04","UBER CANADA/UBE   _V","28.25",,"557.75"
"2025-04-03","THE MASONVILLE    _M","76.4",,"586"
"2025-04-03","Spotify P3    7.16_V","7.16",,"662.4"
"2025-04-03","AMZN Mktp CA      _V","47.49",,"669.56"
"2025-04-03","WALMART.CA        _V","134.04",,"717.05"
"2025-04-03","E-TRANSFER ***eFn",,"15","851.09"
"2025-04-03","E-TRANSFER ***58Y",,"300","836.09"
"2025-04-03","7 ELEVEN STORE    _F","13.91",,"536.09"
"2025-04-03","7 ELEVEN STORE    _M","13.43",,"550"
"2025-04-02","E-TRANSFER ***VBV",,"25","563.43"
"2025-04-02","BARAKAT RESTAUR   _M","20.32",,"538.43"
"2025-04-01","Letus Rent       MSP","875",,"558.75"
"2025-04-01","UCC TIM'S UPPER   _M","12.82",,"1433.75"
"2025-04-01","SHOPPERS DRUG M   _M","4.51",,"1446.57"
"2025-04-01","OPENAI *CH   22.40_V","33.38",,"1451.08"
