02/01/2024,E-TRANSFER ***AFA   ,,600.00,600.31
02/01/2024,SEND E-TFR ***NM5   ,140.00,,460.31
02/02/2024,IC550 TFR-TO 6041995,100.00,,360.31
02/05/2024,E-TRANSFER ***wVR   ,,11.00,371.31
02/06/2024,DD/DOORDASHKATS   _V,46.14,,325.17
02/08/2024,UCC TIM'S UPPER   _M,9.66,,315.51
02/08/2024,E-TRANSFER ***MrY   ,,10.00,325.51
02/08/2024,SUBWAY            _M,17.17,,308.34
02/09/2024,E-TRANSFER ***nrX   ,,500.00,808.34
02/09/2024,WESTERN RESIDEN   _V,500.00,,308.34
02/12/2024,UBER* EATS PEND   _V,17.79,,290.55
02/12/2024,LZ204 TFR-FR 6041995,,100.00,390.55
02/14/2024,MEGABUS CANADA    _V,38.40,,352.15
02/14/2024,E-TRANSFER ***A3x   ,,41.00,393.15
02/15/2024,MEGABUS CANADA    _V,40.94,,352.21
02/15/2024,LYFT   *TEMP AU   _V,19.99,,332.22
02/15/2024,3794 OTTW LOCKS   _M,12.42,,319.80
02/16/2024,MACLURE'S CAB 6   _M,37.00,,282.80
02/20/2024,TLNK/0439319084   _T,3.15,,279.65
02/20/2024,SEND E-TFR ***SaQ   ,131.00,,148.65
02/20/2024,SEND E-TFR ***fxB   ,26.00,,122.65
02/20/2024,SHELL C01205      _M,3.71,,118.94
02/20/2024,MCDONALD'S #805   _M,12.44,,106.50
02/20/2024,LYFT   *TEMP AU   _V,24.99,,81.51
02/20/2024,BIGWAY HOTPOT K   _M,16.87,,64.64
02/20/2024,SAVE ON FOODS #   _M,3.49,,61.15
02/20/2024,THE PHARMACY-YA   _M,7.34,,53.81
02/20/2024,E-TRANSFER ***6aE   ,,110.00,163.81
02/20/2024,THE UPS STORE #   _M,136.92,,26.89
02/20/2024,PALLET COFFEE R   _M,6.20,,20.69
02/21/2024,TLNK/0439446353   _T,3.15,,17.54
02/21/2024,TLNK/0439458611   _T,3.15,,14.39
02/21/2024,TLNK/0439459654   _T,3.15,,11.24
02/23/2024,JQ563 TFR-FR 6041995,,100.00,111.24
02/23/2024,TIM HORTONS #29   _F,18.64,,92.60
02/23/2024,TIM HORTONS #29   _M,5.24,,87.36
02/26/2024,TLNK/0439743430   _T,3.15,,84.21
02/26/2024,TLNK/0439791366   _T,3.15,,81.06
02/26/2024,SEND E-TFR ***CF9   ,6.70,,74.36
02/26/2024,BIGWAY HOTPOT K   _M,15.21,,59.15
02/26/2024,UBER CANADA/UBE   _V,11.55,,47.60
02/26/2024,TLNK/0439835995   _T,3.15,,44.45
02/26/2024,TLNK/0439847273   _T,3.15,,41.30
02/26/2024,MEGABUS CANADA    _V,32.75,,8.55
02/26/2024,RR373 TFR-FR 6041995,,50.00,58.55
02/26/2024,TIM HORTONS #29   _M,12.74,,45.81
02/27/2024,TLNK/0439941602   _T,3.15,,42.66
02/27/2024,UBER CANADA/UBE   _V,24.57,,18.09
02/27/2024,TLNK/0439962695   _T,3.15,,14.94
02/29/2024,E-TRANSFER ***GC7   ,,600.00,614.94
